sample_index,input,f0,ratio
31966,-0.000171999,0,1
31967,-0.000522698,0,1
31968,-0.000230677,0,1
31969,-0.000322959,0,1
31970,-0.000467367,0,1
31971,-0.000380136,0,1
31972,-0.000396724,0,1
31973,-0.000404453,0,1
31974,-0.000442357,0,1
31975,-0.000466802,0,1
31976,-0.00062549,0,1
31977,-0.000840785,0,1
31978,-0.000719115,0,1
31979,-0.000479408,0,1
31980,-0.00074319,0,1
31981,-0.000855763,0,1
31982,-0.000459626,0,1
31983,-0.000480679,0,1
31984,-0.000589768,0,1
31985,-0.000445479,0,1
31986,-0.000457147,0,1
31987,-0.000512836,0,1
31988,-0.000402131,0,1
31989,8.54161e-05,0,1
31990,-5.32935e-07,0,1
31991,-0.000442336,0,1
31992,-0.000261234,0,1
31993,-0.000299221,0,1
31994,-0.000467905,0,1
31995,-0.00069896,0,1
31996,-0.000539942,0,1
31997,-0.000113971,0,1
31998,-0.00018076,0,1
31999,-6.65518e-05,0,1
32000,-0.00023425,0,1
32001,-0.000273594,0,1
32002,-0.000159304,0,1
32003,-0.000400133,0,1
32004,-0.000170683,0,1
32005,7.62163e-05,0,1
32006,0.000170577,0,1
32007,0.000150412,0,1
32008,8.28743e-05,0,1
32009,0.000289843,0,1
32010,0.000271819,0,1
32011,0.000120174,0,1
32012,0.000372224,0,1
32013,0.000546017,0,1
32014,0.000134704,0,1
32015,0.000115834,0,1
32016,0.000326013,0,1
32017,-2.28758e-05,0,1
32018,-0.00013978,0,1
32019,-6.76782e-05,0,1
32020,3.35087e-05,0,1
32021,8.72035e-05,0,1
32022,-1.78844e-05,0,1
32023,5.18305e-05,0,1
32024,-9.84573e-05,0,1
32025,-0.000117449,0,1
32026,-8.62277e-05,0,1
32027,-0.000293324,0,1
32028,-0.000162032,0,1
32029,-4.21813e-05,0,1
32030,-0.000139719,0,1
32031,-0.000263655,0,1
32032,-0.000303385,0,1
32033,-8.43717e-05,0,1
32034,0.000226402,0,1
32035,0.000130728,0,1
32036,3.75307e-05,0,1
32037,-3.0469e-05,0,1
32038,-0.000436429,0,1
32039,-0.000315445,0,1
32040,-0.000313938,0,1
32041,-0.000564519,0,1
32042,-0.00050779,0,1
32043,-0.00039947,0,1
32044,-0.00021986,0,1
32045,-0.000461759,0,1
32046,-0.000480531,0,1
32047,-0.000479299,0,1
32048,-0.000352687,0,1
32049,-0.00015105,0,1
32050,-0.000848423,0,1
32051,-0.000640862,0,1
32052,-0.000386212,0,1
32053,-0.000605763,0,1
32054,-0.000293007,0,1
32055,-0.000531451,0,1
32056,-0.000495292,0,1
32057,-0.000403057,0,1
32058,-0.000425455,0,1
32059,-0.000237493,0,1
32060,-0.000350647,0,1
32061,-0.000414018,0,1
32062,-0.000552319,0,1
32063,-0.000368782,0,1
32064,-0.000314666,0,1
32065,-0.000625163,0,1
32066,-0.000772932,0,1
32067,-0.000788688,0,1
32068,-0.000654052,0,1
32069,-0.000755615,0,1
32070,-0.000641944,0,1
32071,-0.000562677,0,1
32072,-0.000740461,0,1
32073,-0.000456821,0,1
32074,-0.000227374,0,1
32075,-0.000426492,0,1
32076,-0.0003883,0,1
32077,4.71203e-06,0,1
32078,1.33408e-05,0,1
32079,-0.000308457,0,1
32080,-0.000446394,0,1
32081,-0.000292015,0,1
32082,-0.000214132,0,1
32083,-0.000116875,0,1
32084,1.60408e-05,0,1
32085,-0.000373277,0,1
32086,-0.000524777,0,1
32087,-0.000634724,0,1
32088,-0.00082225,0,1
32089,-0.000514859,0,1
32090,-0.000622458,0,1
32091,-0.000695548,0,1
32092,-0.000561679,0,1
32093,-0.000624999,0,1
32094,-0.000681145,0,1
32095,-0.000957697,0,1
32096,-0.000772138,0,1
32097,-0.000600562,0,1
32098,-0.000814744,0,1
32099,-0.000725249,0,1
32100,-0.000689244,0,1
32101,-0.000559394,0,1
32102,-0.000484976,0,1
32103,-0.000551877,0,1
32104,-0.00044078,0,1
32105,-0.00023218,0,1
32106,-8.53254e-05,0,1
32107,-0.000120735,0,1
32108,0.000114625,0,1
32109,0.000116689,0,1
32110,-5.39926e-05,0,1
32111,-5.06628e-05,0,1
32112,-0.0003045,0,1
32113,-0.000188419,0,1
32114,-0.000107734,0,1
32115,-0.000134595,0,1
32116,4.722e-05,0,1
32117,-0.00025492,0,1
32118,-0.000217819,0,1
32119,0.000114527,0,1
32120,-0.000196911,0,1
32121,-5.52523e-05,0,1
32122,0.000235337,0,1
32123,-0.000116526,0,1
32124,-0.000123524,0,1
32125,-0.000173794,0,1
32126,-0.000307579,0,1
32127,-0.000195408,0,1
32128,-0.000163274,0,1
32129,-0.000109816,0,1
32130,-8.73677e-05,0,1
32131,-2.9446e-05,0,1
32132,-8.38378e-05,0,1
32133,-9.60656e-05,0,1
32134,-0.000145075,0,1
32135,-7.91587e-05,0,1
32136,-1.39373e-05,0,1
32137,-0.000240394,0,1
32138,-8.13865e-05,0,1
32139,-6.76793e-05,0,1
32140,-0.000246922,0,1
32141,-0.000176489,0,1
32142,6.77167e-05,0,1
32143,9.44022e-05,0,1
32144,-0.000317334,0,1
32145,-6.93934e-05,0,1
32146,0.000183585,0,1
32147,-0.000169688,0,1
32148,-7.95562e-05,0,1
32149,9.15475e-05,0,1
32150,0.000178985,0,1
32151,0.000212569,0,1
32152,0.000134574,0,1
32153,0.000427122,0,1
32154,0.000338463,0,1
32155,0.000231319,0,1
32156,0.000616568,0,1
32157,0.00038479,0,1
32158,0.000218117,0,1
32159,0.000437478,0,1
32160,0.000299717,0,1
32161,0.000343207,0,1
32162,0.000345517,0,1
32163,-0.000151801,0,1
32164,-0.000166479,0,1
32165,0.000212761,0,1
32166,-6.74238e-05,0,1
32167,-0.000408929,0,1
32168,-0.000290527,0,1
32169,-0.000340696,0,1
32170,-0.00034331,0,1
32171,-0.000122516,0,1
32172,-0.000293182,0,1
32173,-0.00051082,0,1
32174,-0.000510576,0,1
32175,-0.000421102,0,1
32176,-0.000233129,0,1
32177,-0.000311596,0,1
32178,-0.000496204,0,1
32179,-0.000592438,0,1
32180,-0.000591685,0,1
32181,-0.000648626,0,1
32182,-0.000545272,0,1
32183,-0.000542459,0,1
32184,-0.000932284,0,1
32185,-0.000799402,0,1
32186,-0.000991364,0,1
32187,-0.00110032,0,1
32188,-0.000876343,0,1
32189,-0.00145401,0,1
32190,-0.00128291,0,1
32191,-0.00127697,0,1
32192,-0.00171915,0,1
32193,-0.00129635,0,1
32194,-0.00134747,0,1
32195,-0.00130468,0,1
32196,-0.00110638,0,1
32197,-0.00137354,0,1
32198,-0.00122931,0,1
32199,-0.00083908,0,1
32200,-0.000732516,0,1
32201,-0.00109327,0,1
32202,-0.000998843,0,1
32203,-0.000703202,0,1
32204,-0.00099207,0,1
32205,-0.00102961,0,1
32206,-0.00110608,0,1
32207,-0.000979317,0,1
32208,-0.000779551,0,1
32209,-0.000990486,0,1
32210,-0.000781757,0,1
32211,-0.00069871,0,1
32212,-0.00077894,0,1
32213,-0.000954066,0,1
32214,-0.00121198,0,1
32215,-0.000927822,0,1
32216,-0.000749558,0,1
32217,-0.000830255,0,1
32218,-0.000725003,0,1
32219,-0.000480321,0,1
32220,-0.000524761,0,1
32221,-0.000623257,0,1
32222,-0.000724779,0,1
32223,-0.00097757,0,1
32224,-0.000800043,0,1
32225,-0.00063102,0,1
32226,-0.000593574,0,1
32227,-0.000437724,0,1
32228,-0.000267226,0,1
32229,-0.000480584,0,1
32230,-0.000752323,0,1
32231,-0.00064566,0,1
32232,-0.000843662,0,1
32233,-0.000409133,0,1
32234,-0.000112156,0,1
32235,-0.000469103,0,1
32236,-6.42202e-05,0,1
32237,1.0617e-05,0,1
32238,-0.000173803,0,1
32239,-0.00013112,0,1
32240,8.47913e-05,0,1
32241,-5.39435e-06,0,1
32242,-0.000499085,0,1
32243,-8.88077e-06,0,1
32244,8.68635e-05,0,1
32245,-0.000202686,0,1
32246,-9.1219e-05,0,1
32247,-0.000344111,0,1
32248,7.56931e-05,0,1
32249,0.000386728,0,1
32250,8.49578e-05,0,1
32251,0.000182521,0,1
32252,0.000435887,0,1
32253,0.000684056,0,1
32254,0.000520161,0,1
32255,0.000320059,0,1
32256,0.000369655,0,1
32257,0.000252846,0,1
32258,0.000352313,0,1
32259,0.000382907,0,1
32260,0.000667265,0,1
32261,0.0010174,0,1
32262,0.000648945,0,1
32263,0.000758227,0,1
32264,0.000804658,0,1
32265,0.00084797,0,1
32266,0.00127482,0,1
32267,0.00104076,0,1
32268,0.00105175,0,1
32269,0.000722091,0,1
32270,0.000884524,0,1
32271,0.00160125,0,1
32272,0.0010764,0,1
32273,0.00131973,0,1
32274,0.0016723,0,1
32275,0.00139893,0,1
32276,0.00137439,0,1
32277,0.00136888,0,1
32278,0.0016179,0,1
32279,0.0014021,0,1
32280,0.00147829,0,1
32281,0.00154234,0,1
32282,0.00131231,0,1
32283,0.00144727,0,1
32284,0.0011183,0,1
32285,0.00123771,0,1
32286,0.00139833,0,1
32287,0.00111121,0,1
32288,0.00107399,0,1
32289,0.00110047,0,1
32290,0.00127313,0,1
32291,0.00112487,0,1
32292,0.000989493,0,1
32293,0.00100427,0,1
32294,0.00113338,0,1
32295,0.00142045,0,1
32296,0.00138947,0,1
32297,0.00124351,0,1
32298,0.00125198,0,1
32299,0.00171698,0,1
32300,0.00155316,0,1
32301,0.00108044,0,1
32302,0.00136058,0,1
32303,0.00122176,0,1
32304,0.00105321,0,1
32305,0.00109564,0,1
32306,0.00104795,0,1
32307,0.00120916,0,1
32308,0.00127006,0,1
32309,0.00130482,0,1
32310,0.00137341,0,1
32311,0.00130673,0,1
32312,0.00115058,0,1
32313,0.00116988,0,1
32314,0.00107777,0,1
32315,0.00112929,0,1
32316,0.00140511,0,1
32317,0.0012611,0,1
32318,0.00132534,0,1
32319,0.00124625,0,1
32320,0.000901935,0,1
32321,0.000985671,0,1
32322,0.000839745,0,1
32323,0.0007491,0,1
32324,0.000995032,0,1
32325,0.00101797,0,1
32326,0.000999356,0,1
32327,0.00100558,0,1
32328,0.00106145,0,1
32329,0.000974865,0,1
32330,0.000599557,0,1
32331,0.000614866,0,1
32332,0.000714622,0,1
32333,0.000555551,0,1
32334,0.000656356,0,1
32335,0.000733183,0,1
32336,0.000822364,0,1
32337,0.00091562,0,1
32338,0.000584886,0,1
32339,0.000496875,0,1
32340,0.000635801,0,1
32341,0.000651189,0,1
32342,0.000909534,0,1
32343,0.00109766,0,1
32344,0.00107783,0,1
32345,0.000903129,0,1
32346,0.000867827,0,1
32347,0.000933754,0,1
32348,0.000920684,0,1
32349,0.0014002,0,1
32350,0.00147983,0,1
32351,0.00118502,0,1
32352,0.00142747,0,1
32353,0.00118537,0,1
32354,0.000725491,0,1
32355,0.000748082,0,1
32356,0.000778275,0,1
32357,0.00100404,0,1
32358,0.00109947,0,1
32359,0.00082603,0,1
32360,0.000791296,0,1
32361,0.000898517,0,1
32362,0.000852238,0,1
32363,0.000757221,0,1
32364,0.000887081,0,1
32365,0.000920702,0,1
32366,0.000784889,0,1
32367,0.000917385,0,1
32368,0.00109167,0,1
32369,0.00132167,0,1
32370,0.00128867,0,1
32371,0.000965348,0,1
32372,0.00100573,0,1
32373,0.00109542,0,1
32374,0.00121044,0,1
32375,0.00133498,0,1
32376,0.00127066,0,1
32377,0.00138861,0,1
32378,0.00134788,0,1
32379,0.00113681,0,1
32380,0.00108576,0,1
32381,0.00113776,0,1
32382,0.00143654,0,1
32383,0.00150109,0,1
32384,0.00111377,0,1
32385,0.000787363,0,1
32386,0.000769051,0,1
32387,0.000839966,0,1
32388,0.000794798,0,1
32389,0.000705014,0,1
32390,0.000477501,0,1
32391,0.000397199,0,1
32392,0.000632578,0,1
32393,0.000500208,0,1
32394,0.000316042,0,1
32395,0.000599048,0,1
32396,0.000497992,0,1
32397,0.000454689,0,1
32398,0.000546587,0,1
32399,0.000224437,0,1
32400,0.000480527,0,1
32401,0.000775791,0,1
32402,0.000560835,0,1
32403,0.000516078,0,1
32404,0.000682206,0,1
32405,0.000810208,0,1
32406,0.00102085,0,1
32407,0.00123356,0,1
32408,0.000992954,0,1
32409,0.000948419,0,1
32410,0.00106779,0,1
32411,0.000942473,0,1
32412,0.00110653,0,1
32413,0.00128187,0,1
32414,0.00134034,0,1
32415,0.00155689,0,1
32416,0.00141806,0,1
32417,0.0012537,0,1
32418,0.00143623,0,1
32419,0.00116049,0,1
32420,0.00103484,0,1
32421,0.00126221,0,1
32422,0.00127357,0,1
32423,0.00120792,0,1
32424,0.000990453,0,1
32425,0.00108392,0,1
32426,0.00103683,0,1
32427,0.00109734,0,1
32428,0.00153436,0,1
32429,0.00120614,0,1
32430,0.0012348,0,1
32431,0.00134976,0,1
32432,0.000893743,0,1
32433,0.00105435,0,1
32434,0.0009451,0,1
32435,0.000879942,0,1
32436,0.00131048,0,1
32437,0.00128252,0,1
32438,0.00123672,0,1
32439,0.00124875,0,1
32440,0.00114035,0,1
32441,0.00111289,0,1
32442,0.00130428,0,1
32443,0.00131671,0,1
32444,0.00102818,0,1
32445,0.000858293,0,1
32446,0.000849487,0,1
32447,0.000959789,0,1
32448,0.00076408,0,1
32449,0.000734338,0,1
32450,0.000822076,0,1
32451,0.000667247,0,1
32452,0.00103324,0,1
32453,0.00113185,0,1
32454,0.000804239,0,1
32455,0.000789049,0,1
32456,0.000721244,0,1
32457,0.000718894,0,1
32458,0.000833655,0,1
32459,0.00100528,0,1
32460,0.00109216,0,1
32461,0.00102712,0,1
32462,0.00105026,0,1
32463,0.00075874,0,1
32464,0.000652679,0,1
32465,0.000751934,0,1
32466,0.000743278,0,1
32467,0.00105117,0,1
32468,0.000874965,0,1
32469,0.000827072,0,1
32470,0.00105998,0,1
32471,0.000794708,0,1
32472,0.000934194,0,1
32473,0.00117888,0,1
32474,0.00115545,0,1
32475,0.00117486,0,1
32476,0.00107619,0,1
32477,0.000796508,0,1
32478,0.00077293,0,1
32479,0.000969811,0,1
32480,0.000874483,0,1
32481,0.00082498,0,1
32482,0.000764289,0,1
32483,0.000772111,0,1
32484,0.000844529,0,1
32485,0.000596773,0,1
32486,0.000400841,0,1
32487,0.000534124,0,1
32488,0.000524027,0,1
32489,0.00015051,0,1
32490,0.000385221,0,1
32491,0.000725229,0,1
32492,0.000577682,0,1
32493,0.000449433,0,1
32494,0.000305377,0,1
32495,0.000501032,0,1
32496,0.000367552,0,1
32497,0.00020009,0,1
32498,0.000496031,0,1
32499,0.000330431,0,1
32500,0.000216289,0,1
32501,0.00018067,0,1
32502,-0.000109618,0,1
32503,-0.000235148,0,1
32504,-0.000140032,0,1
32505,-0.000104808,0,1
32506,-0.0001917,0,1
32507,-0.000116195,0,1
32508,-8.83495e-05,0,1
32509,-0.00023035,0,1
32510,-0.000283436,0,1
32511,-0.0001493,0,1
32512,-0.000105692,0,1
32513,-9.98146e-05,0,1
32514,-8.39841e-05,0,1
32515,-0.000415268,0,1
32516,-0.000262236,0,1
32517,-4.37433e-06,0,1
32518,-0.000316315,0,1
32519,-0.000121101,0,1
32520,0.000152802,0,1
32521,0.000256471,0,1
32522,0.000268282,0,1
32523,0.000200961,0,1
32524,0.000352002,0,1
32525,0.000322545,0,1
32526,0.000561285,0,1
32527,0.000405671,0,1
32528,4.80324e-05,0,1
32529,0.000359484,0,1
32530,0.000197447,0,1
32531,2.81584e-05,0,1
32532,1.43813e-05,0,1
32533,-8.3184e-05,0,1
32534,0.000187852,0,1
32535,0.000187514,0,1
32536,0.00028097,0,1
32537,0.000328339,0,1
32538,0.000103125,0,1
32539,0.000352206,0,1
32540,0.000165167,0,1
32541,-0.000419711,0,1
32542,-0.000478819,0,1
32543,-0.00028569,0,1
32544,-3.571e-05,0,1
32545,-0.000277756,0,1
32546,-0.000440291,0,1
32547,7.85427e-05,0,1
32548,-5.87321e-05,0,1
32549,-0.000159433,0,1
32550,0.000146801,0,1
32551,-1.67915e-05,0,1
32552,-1.45417e-05,0,1
32553,-0.000218472,0,1
32554,-0.000169064,0,1
32555,0.000193136,0,1
32556,-8.75166e-05,0,1
32557,-0.000279007,0,1
32558,-8.23469e-05,0,1
32559,0.00025328,0,1
32560,0.000352173,0,1
32561,0.00018999,0,1
32562,-2.99445e-05,0,1
32563,1.71294e-05,0,1
32564,0.000408939,0,1
32565,0.000376099,0,1
32566,-4.94679e-05,0,1
32567,-0.000163036,0,1
32568,0.000223707,0,1
32569,0.000327082,0,1
32570,-0.000190002,0,1
32571,-0.000378404,0,1
32572,7.84439e-05,0,1
32573,0.000178921,0,1
32574,-8.14519e-05,0,1
32575,0.000124466,0,1
32576,0.000258679,0,1
32577,8.08955e-05,0,1
32578,1.67756e-05,0,1
32579,3.0831e-05,0,1
32580,4.72599e-06,0,1
32581,0.00016821,0,1
32582,0.000481994,0,1
32583,0.000291254,0,1
32584,0.000214645,0,1
32585,0.000321001,0,1
32586,4.56519e-05,0,1
32587,8.67492e-05,0,1
32588,7.48738e-05,0,1
32589,-3.3279e-05,0,1
32590,7.11887e-05,0,1
32591,-2.04203e-05,0,1
32592,-4.31723e-06,0,1
32593,4.00962e-05,0,1
32594,8.87504e-05,0,1
32595,6.29464e-05,0,1
32596,-0.000169144,0,1
32597,5.83709e-05,0,1
32598,6.34998e-05,0,1
32599,-0.000286408,0,1
32600,0.000140757,0,1
32601,0.000260141,0,1
32602,3.03748e-05,0,1
32603,2.69959e-05,0,1
32604,-0.000498241,0,1
32605,-0.000401009,0,1
32606,4.26735e-05,0,1
32607,-0.000252453,0,1
32608,-0.000451533,0,1
32609,-0.000375595,0,1
32610,-0.000156932,0,1
32611,-5.58864e-05,0,1
32612,-0.000229191,0,1
32613,-0.000351911,0,1
32614,-0.000301547,0,1
32615,-0.000192445,0,1
32616,-0.000126739,0,1
32617,-0.0002238,0,1
32618,-0.00023615,0,1
32619,-0.000116476,0,1
32620,-0.00021478,0,1
32621,-4.22222e-05,0,1
32622,7.4399e-05,0,1
32623,0.00011992,0,1
32624,0.000203976,0,1
32625,2.13619e-05,0,1
32626,0.000352767,0,1
32627,0.000411286,0,1
32628,0.000154019,0,1
32629,3.36194e-05,0,1
32630,-0.000140994,0,1
32631,0.000169961,0,1
32632,0.000311181,0,1
32633,0.00020963,0,1
32634,0.000140023,0,1
32635,0.000139816,0,1
32636,0.000143813,0,1
32637,0.000121226,0,1
32638,0.000215426,0,1
32639,2.19975e-05,0,1
32640,0.000116317,0,1
32641,0.000330324,0,1
32642,0.000392605,0,1
32643,0.000574719,0,1
32644,0.000516879,0,1
32645,0.000544502,0,1
32646,0.000812332,0,1
32647,0.00123235,0,1
32648,0.00119226,0,1
32649,0.000928517,0,1
32650,0.00104543,0,1
32651,0.000822405,0,1
32652,0.00102108,0,1
32653,0.00132873,0,1
32654,0.000858907,0,1
32655,0.000988256,0,1
32656,0.00123596,0,1
32657,0.00088352,0,1
32658,0.00088989,0,1
32659,0.00124728,0,1
32660,0.00138978,0,1
32661,0.00115044,0,1
32662,0.00106826,0,1
32663,0.00109785,0,1
32664,0.000851368,0,1
32665,0.000903397,0,1
32666,0.000983523,0,1
32667,0.00105624,0,1
32668,0.00125963,0,1
32669,0.000876306,0,1
32670,0.00084387,0,1
32671,0.000984296,0,1
32672,0.000832446,0,1
32673,0.00148016,0,1
32674,0.00156657,0,1
32675,0.00117517,0,1
32676,0.00133405,0,1
32677,0.00116581,0,1
32678,0.000992001,0,1
32679,0.000878112,0,1
32680,0.000924524,0,1
32681,0.00107489,0,1
32682,0.0011336,0,1
32683,0.00130338,0,1
32684,0.00111098,0,1
32685,0.00095018,0,1
32686,0.000859195,0,1
32687,0.000854445,0,1
32688,0.00102687,0,1
32689,0.00077796,0,1
32690,0.000866137,0,1
32691,0.00127938,0,1
32692,0.00125943,0,1
32693,0.0009792,0,1
32694,0.000715866,0,1
32695,0.00119296,0,1
32696,0.00147289,0,1
32697,0.00119781,0,1
32698,0.00144865,0,1
32699,0.00119181,0,1
32700,0.00110299,0,1
32701,0.00144057,0,1
32702,0.00106412,0,1
32703,0.000969299,0,1
32704,0.0010015,0,1
32705,0.00102152,0,1
32706,0.00115241,0,1
32707,0.00123075,0,1
32708,0.00121458,0,1
32709,0.00120613,0,1
32710,0.00154926,0,1
32711,0.00118111,0,1
32712,0.00121105,0,1
32713,0.00163309,0,1
32714,0.00129125,0,1
32715,0.00142396,0,1
32716,0.00116168,0,1
32717,0.00107261,0,1
32718,0.00124223,0,1
32719,0.000832266,0,1
32720,0.00115074,0,1
32721,0.00123268,0,1
32722,0.00100393,0,1
32723,0.00105474,0,1
32724,0.0011497,0,1
32725,0.00119609,0,1
32726,0.00102323,0,1
32727,0.0011567,0,1
32728,0.00101451,0,1
32729,0.000942399,0,1
32730,0.00112794,0,1
32731,0.00107325,0,1
32732,0.00111584,0,1
32733,0.000941269,0,1
32734,0.00119303,0,1
32735,0.00128416,0,1
32736,0.00108142,0,1
32737,0.00157803,0,1
32738,0.00151558,0,1
32739,0.00145224,0,1
32740,0.00170454,0,1
32741,0.00163417,0,1
32742,0.00183208,0,1
32743,0.0019551,0,1
32744,0.00205677,0,1
32745,0.00197785,0,1
32746,0.00181837,0,1
32747,0.00188549,0,1
32748,0.00171844,0,1
32749,0.00170643,0,1
32750,0.00171515,0,1
32751,0.0014503,0,1
32752,0.00142431,0,1
32753,0.0012962,0,1
32754,0.00106736,0,1
32755,0.00135875,0,1
32756,0.00141309,0,1
32757,0.00130483,0,1
32758,0.00134184,0,1
32759,0.00127421,0,1
32760,0.00135448,0,1
32761,0.00123001,0,1
32762,0.0014392,0,1
32763,0.00141411,0,1
32764,0.000984611,0,1
32765,0.00120166,0,1
32766,0.00100707,0,1
32767,0.000708467,0,1
32768,0.000970575,0,1
32769,0.000894349,0,1
32770,0.000429722,0,1
32771,0.000201251,0,1
32772,0.000295421,0,1
32773,0.000625249,0,1
32774,0.000535175,0,1
32775,5.90077e-05,0,1
32776,0.000275028,0,1
32777,0.000304419,0,1
32778,0.000169899,0,1
32779,0.000222472,0,1
32780,0.000133785,0,1
32781,0.000411305,0,1
32782,0.000384302,0,1
32783,0.000100879,0,1
32784,1.64996e-05,0,1
32785,0.000161031,0,1
32786,0.000318481,0,1
32787,0.000267081,0,1
32788,0.000592322,0,1
32789,0.00076339,0,1
32790,0.000372476,0,1
32791,0.000218687,0,1
32792,0.000238955,0,1
32793,0.000250605,0,1
32794,0.000403377,0,1
32795,6.30545e-05,0,1
32796,3.8832e-05,0,1
32797,0.000252775,0,1
32798,-5.34125e-05,0,1
32799,0.000182995,0,1
32800,-5.27284e-06,0,1
32801,-0.000172892,0,1
32802,0.000185915,0,1
32803,-1.80533e-05,0,1
32804,-8.53051e-05,0,1
32805,-0.000220835,0,1
32806,-5.854e-05,0,1
32807,1.98589e-05,0,1
32808,-0.000447759,0,1
32809,-0.000270784,0,1
32810,-6.37683e-05,0,1
32811,-6.75136e-05,0,1
32812,2.21688e-05,0,1
32813,-0.000100732,0,1
32814,-0.000193719,0,1
32815,-0.000198677,0,1
32816,-0.000169008,0,1
32817,1.67504e-05,0,1
32818,3.27223e-05,0,1
32819,-0.000123782,0,1
32820,-0.000178422,0,1
32821,3.54703e-05,0,1
32822,0.000343855,0,1
32823,0.000213166,0,1
32824,1.77107e-05,0,1
32825,-4.06224e-05,0,1
32826,0.000246018,0,1
32827,0.000414025,0,1
32828,0.000176756,0,1
32829,0.000220424,0,1
32830,4.7084e-05,0,1
32831,0.000241286,0,1
32832,0.000355388,0,1
32833,-0.000145913,0,1
32834,-7.3989e-05,0,1
32835,-1.23143e-05,0,1
32836,-5.79358e-05,0,1
32837,0.000200764,0,1
32838,0.000378108,0,1
32839,0.000218634,0,1
32840,0.000237384,0,1
32841,0.000526301,0,1
32842,0.000646284,0,1
32843,0.000864236,0,1
32844,0.000807085,0,1
32845,0.000518079,0,1
32846,0.000427865,0,1
32847,0.000263252,0,1
32848,9.66567e-05,0,1
32849,0.000276443,0,1
32850,0.000315101,0,1
32851,0.000232952,0,1
32852,0.000493847,0,1
32853,0.000527999,0,1
32854,0.000413887,0,1
32855,0.000474407,0,1
32856,0.00050225,0,1
32857,0.000234793,0,1
32858,0.000244276,0,1
32859,0.000396532,0,1
32860,0.000236922,0,1
32861,0.000415338,0,1
32862,0.000318688,0,1
32863,0.000237592,0,1
32864,0.00051014,0,1
32865,0.00048032,0,1
32866,0.000330216,0,1
32867,9.26726e-06,0,1
32868,2.70594e-05,0,1
32869,0.00048847,0,1
32870,0.000388765,0,1
32871,-2.65044e-05,0,1
32872,-0.00017098,0,1
32873,-0.000139171,0,1
32874,9.80227e-05,0,1
32875,0.00013436,0,1
32876,9.59647e-05,0,1
32877,-4.61538e-05,0,1
32878,-0.000172287,0,1
32879,-1.02116e-05,0,1
32880,9.20936e-05,0,1
32881,0.000149232,0,1
32882,-0.000185729,0,1
32883,-0.000182657,0,1
32884,3.86438e-05,0,1
32885,-6.39702e-05,0,1
32886,-0.000101517,0,1
32887,-0.000168213,0,1
32888,-7.60906e-05,0,1
32889,-0.000188159,0,1
32890,-0.000317945,0,1
32891,-0.000365041,0,1
32892,-0.000214676,0,1
32893,-5.09508e-05,0,1
32894,-0.000310786,0,1
32895,-0.000126702,0,1
32896,9.82466e-05,0,1
32897,-0.000203104,0,1
32898,-0.000171842,0,1
32899,0.000251494,0,1
32900,0.00015316,0,1
32901,-3.71167e-06,0,1
32902,9.87729e-05,0,1
32903,-9.60118e-05,0,1
32904,-0.00021637,0,1
32905,-8.53268e-05,0,1
32906,2.7167e-05,0,1
32907,-0.000129416,0,1
32908,-9.97798e-05,0,1
32909,-7.22441e-06,0,1
32910,2.06974e-06,0,1
32911,0.000361534,0,1
32912,0.000234314,0,1
32913,8.79358e-05,0,1
32914,0.000352304,0,1
32915,0.000249577,0,1
32916,0.000150084,0,1
32917,0.000123315,0,1
32918,0.000223743,0,1
32919,0.000339129,0,1
32920,0.00035313,0,1
32921,0.000217725,0,1
32922,-0.000228094,0,1
32923,0.000150503,0,1
32924,0.000410762,0,1
32925,-0.000178945,0,1
32926,-0.000308927,0,1
32927,-0.000290575,0,1
32928,-0.000144719,0,1
32929,0.000193395,0,1
32930,0.000283557,0,1
32931,-1.45259e-05,0,1
32932,-2.09811e-05,0,1
32933,0.000183491,0,1
32934,6.88729e-05,0,1
32935,2.60115e-05,0,1
32936,-8.90497e-05,0,1
32937,0.000187456,0,1
32938,-9.4612e-05,0,1
32939,-0.000173445,0,1
32940,0.000562674,0,1
32941,6.6155e-05,0,1
32942,-3.85434e-05,0,1
32943,0.000248634,0,1
32944,-3.14268e-05,0,1
32945,-3.02846e-05,0,1
32946,6.0264e-05,0,1
32947,-0.000144639,0,1
32948,-0.000376545,0,1
32949,4.10613e-05,0,1
32950,-1.23387e-05,0,1
32951,-0.000203854,0,1
32952,-0.000205794,0,1
32953,-0.00039686,0,1
32954,4.811e-05,0,1
32955,0.000113484,0,1
32956,0.000134899,0,1
32957,0.000367132,0,1
32958,0.000244498,0,1
32959,0.000351677,0,1
32960,3.61765e-05,0,1
32961,-0.000199907,0,1
32962,-3.7895e-05,0,1
32963,-0.000232195,0,1
32964,-0.000189544,0,1
32965,-6.2671e-05,0,1
32966,-0.000271381,0,1
32967,-0.000313746,0,1
32968,-8.12937e-05,0,1
32969,-0.000246289,0,1
32970,-0.000487089,0,1
32971,-0.0001413,0,1
32972,9.99914e-05,0,1
32973,8.4137e-05,0,1
32974,-0.000131066,0,1
32975,-0.000226467,0,1
32976,-7.42491e-05,0,1
32977,-0.00021875,0,1
32978,-0.000206028,0,1
32979,-0.00030374,0,1
32980,-0.00045084,0,1
32981,-0.000133751,0,1
32982,-0.000246232,0,1
32983,-0.000375632,0,1
32984,7.75994e-06,0,1
32985,-0.000140688,0,1
32986,-0.000506562,0,1
